item              mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
feather_large     -4.80120 0.00291  0.098928 -4.79576 -4.99924 -4.62564 0        NaN      NaN     
few               -19.7047 0.011643 0.373351 -19.6979 -20.4097 -19.0074 0        NaN      NaN     
few               -5.60319 0.003923 0.126026 -5.60308 -5.85943 -5.37004 0        NaN      NaN     
few               -4.84875 0.002858 0.096285 -4.84738 -5.03657 -4.66393 0        NaN      NaN     
few               -4.32105 0.002702 0.079142 -4.32187 -4.46766 -4.16735 0        NaN      NaN     
few               -4.67714 0.004215 0.127789 -4.67347 -4.91972 -4.41517 0        NaN      NaN     
few               -4.84114 0.002923 0.097974 -4.83871 -5.0324  -4.65234 0        NaN      NaN     
few               -4.63650 0.00248  0.064421 -4.63589 -4.77577 -4.52247 0        NaN      NaN     
few               -5.95165 0.003199 0.095907 -5.94934 -6.13534 -5.75306 0        NaN      NaN     
few               -4.01942 0.003044 0.08354  -4.01626 -4.17983 -3.85288 0        NaN      NaN     
few               -4.85723 0.003226 0.095812 -4.85610 -5.03826 -4.66838 0        NaN      NaN     
few               -4.85723 0.003226 0.095812 -4.85610 -5.03826 -4.66838 0        NaN      NaN     
fight             -4.52887 0.002855 0.071753 -4.52861 -4.68528 -4.4045  0        NaN      NaN     
fight             -8.16071 0.006955 0.181471 -8.15319 -8.47548 -7.77029 0        NaN      NaN     
fight             -11.2064 0.008091 0.252347 -11.2055 -11.6683 -10.6910 0        NaN      NaN     
fight             -4.27351 0.00299  0.078493 -4.27341 -4.43442 -4.12735 0        NaN      NaN     
fight             -4.84871 0.003068 0.08282  -4.84728 -5.00966 -4.69017 0        NaN      NaN     
